scope	kind	file	line	source
production	selective-small-number	scripts/find_meridians.py	19	rotate = lambda x: (x >> 1) | ((x & 1) << 16)
production	selective-small-number	scripts/find_meridians.py	25	    for _ in range(16):
production	dimension-or-derived	scripts/find_meridians.py	31	    if r == 131071:
production	dimension-or-derived	scripts/find_meridians.py	38	r, path = 131071, []
production	selective-small-number	scripts/find_meridians.py	43	assert len(path) == 18
production	dimension-or-derived	scripts/find_meridians.py	45	for _ in range(17):
production	dimension-or-derived	scripts/find_meridians.py	66	print('Found 17 rotated meridians, each with 17 edges.')
production	selective-small-number	scripts/find_sectors.py	11	p=json.loads((ROOT / 'output/meridian-certificate.json').read_text())['path'];rot=lambda x:(x>>1)|((x&1)<<16)
production	dimension-or-derived	scripts/find_sectors.py	13	for k in range(17):
production	dimension-or-derived	scripts/find_sectors.py	34	 sector = next(i for i in range(17) if boundary_arcs == {i,(i+1)%17})
production	dimension-or-derived	scripts/find_sectors.py	41	for k in range(17):
production	dimension-or-derived	scripts/find_sectors.py	42	    cycle = paths[k] + list(reversed(paths[(k+1)%17][1:-1]))
production	selective-small-number	scripts/find_sectors.py	64	print('Proposed 17 sectors, 7710 quadrilaterals and 34 boundary edges each.')
production	dimension-or-derived	scripts/audit_topology.lean	175	#print axioms Venn17.Topology.exists_simple_rotational_venn_17
test-review	dimension-or-derived	scripts/test_checkers.py	29	                    self.assertEqual(check(path)['regions'], 131072)
test-review	dimension-or-derived	scripts/test_checkers.py	54	        data = {'n': 17, 'faces': [copy.deepcopy(self.original['faces'][0])]}
test-review	dimension-or-derived	scripts/test_checkers.py	59	        self.run_case({'n': 17, 'faces': [['0'*17, '1'*17, '01'+'0'*15, '10'+'0'*15]]}, False)
test-review	selective-small-number	scripts/test_checkers.py	62	        for s in ['x'*17, '0'*16, '0'*18]:
test-review	dimension-or-derived	scripts/test_checkers.py	63	            self.run_case({'n': 17, 'faces': [[s]*4]}, False)
test-review	selective-small-number	scripts/test_checkers.py	64	        self.run_case({'n': 16, 'faces': []}, False)
test-review	dimension-or-derived	scripts/test_checkers.py	67	        self.run_case({'n': 17, 'faces': []}, False)
production	dimension-or-derived	scripts/check.py	17	    assert type(n) is int and n == 17, 'expected n = 17'
test-review	dimension-or-derived	Venn17/Tests.lean	12	#guard (parsePattern 17 (.str "10000000000000000")).toOption == some 1
test-review	selective-small-number	Venn17/Tests.lean	13	#guard (parsePattern 17 (.str "00000000000000001")).toOption == some (2^16)
test-review	selective-small-number	Venn17/Tests.lean	14	#guard rotate 1 == 2^16
test-review	dimension-or-derived	Venn17/Tests.lean	44	-- An actual 17-element face orbit passes; incomplete or reversed orbits fail.
test-review	dimension-or-derived	Venn17/Tests.lean	46	  (Array.range 17).map fun n => #[0, 1, 3, 2].map (steps regionStep n)
production	dimension-or-derived	Venn17/Proof.lean	14	  let mut witnesses := Array.replicate (2^17) faces.size
production	dimension-or-derived	Venn17/Proof.lean	22	def occurrenceCheck : Bool := (Array.range (2^17)).all fun v =>
production	dimension-or-derived	Venn17/Proof.lean	30	theorem every_pattern_occurs (v : Nat) (hv : v < 2^17) :
production	dimension-or-derived	Venn17/Proof.lean	74	    ∃ r, audit suppliedJSON = .ok r ∧ r.regions = 131072 := by
production	dimension-or-derived	Venn17/GraphCertificate.lean	16	  (Array.range 17).all (fun i =>
production	dimension-or-derived	Venn17/GraphCertificate.lean	20	  (Array.range 17).all (fun i => (#[false, true]).all fun side =>
production	dimension-or-derived	Venn17/Facts.lean	16	theorem each_curve_connected (i : Nat) (hi : i < 17) :
production	dimension-or-derived	Venn17/Facts.lean	25	theorem each_curve_degree_two (i f : Nat) (hi : i < 17)
production	dimension-or-derived	Venn17/Facts.lean	34	theorem each_side_connected (i : Nat) (hi : i < 17) (side : Bool) :
production	dimension-or-derived	VennCore/Rotation.lean	9	def regionStep (v : Nat) : Nat := if v < 2^17 then rotate v else v
production	dimension-or-derived	VennCore/Rotation.lean	12	  (Array.range (2^17)).all fun v => rotate v < 2^17 && steps regionStep 17 v == v
production	dimension-or-derived	VennCore/Rotation.lean	22	    g < fs.size && s < 4 && steps (fun f => table.getD f 0) 17 f == f &&
production	dimension-or-derived	VennCore/Rotation.lean	26	def trianglePole (u v : Nat) : Nat := if u == 0 || v == 0 then 0 else 131071
production	dimension-or-derived	VennCore/Checker.lean	43	  failUnless (n == 17) "expected 17 curves"
production	dimension-or-derived	VennCore/Checker.lean	95	  let mut graph : Graph := Array.replicate (2^17) #[]
production	dimension-or-derived	VennCore/Checker.lean	98	  let mut curves : Array Graph := Array.replicate 17 (Array.replicate faces.size #[])
production	dimension-or-derived	VennCore/Checker.lean	107	      for i in [:17] do
production	dimension-or-derived	VennCore/Checker.lean	126	  let mut links : Array (Std.HashMap Nat Nat) := Array.replicate (2^17) {}
production	selective-small-number	VennCore/Checker.lean	151	def rotate (v : Nat) : Nat := v / 2 + (v % 2) * 2^16
production	dimension-or-derived	VennCore/Checker.lean	155	  let mut answer := (2^17)^4
production	dimension-or-derived	VennCore/Checker.lean	158	    for j in [:4] do code := code * 2^17 + f[(k+j)%4]!
production	dimension-or-derived	VennCore/Checker.lean	169	An arbitrary order-17 automorphism alone need not have rotation number ±1/17. -/
production	dimension-or-derived	VennCore/Checker.lean	172	    m.links[pole]!.size == 17 && (Array.range 17).all fun i =>
production	dimension-or-derived	VennCore/Checker.lean	173	      m.links[pole]![pole ^^^ 2^i]? == some (pole ^^^ 2^((i+step)%17))
production	selective-small-number	VennCore/Checker.lean	174	  (atPole 0 1 && atPole (2^17-1) 16) || (atPole 0 16 && atPole (2^17-1) 1)
production	dimension-or-derived	VennCore/Checker.lean	177	  let mut seen := Array.replicate (2^17) false
production	dimension-or-derived	VennCore/Checker.lean	190	  (Array.range 17).all fun i =>
production	dimension-or-derived	VennCore/Checker.lean	213	  r.regions = 131072 ∧ r.arcs = 262140 ∧ r.crossings = 131070 ∧
production	dimension-or-derived	VennTopology/BitSigns.lean	83	theorem diagram_faceSign_cases (i : Fin 17) (f : Fin suppliedModel.oriented.size) :
production	dimension-or-derived	VennTopology/BitSigns.lean	87	  obtain ⟨a,b,hab,ha,hb⟩ := crossing_labels_alternate suppliedModel.oriented 131072 17
production	dimension-or-derived	VennTopology/BitSigns.lean	92	theorem diagram_edge_bitSign (f : Fin suppliedModel.oriented.size) (k : Fin 4) (i : Fin 17) :
production	dimension-or-derived	VennTopology/BitSigns.lean	98	    apply (edgeMask_face _ 131072 f k).symm.trans
production	dimension-or-derived	VennTopology/RigidSphere.lean	105	/-- The required positive generator, with angle exactly `2π/17`. -/
production	dimension-or-derived	VennTopology/RigidSphere.lean	106	def rigidGenerator : Circle := Circle.exp (2 * Real.pi / 17)
production	dimension-or-derived	VennTopology/RigidSphere.lean	108	theorem rigidGenerator_pow_seventeen : rigidGenerator ^ 17 = 1 := by
production	dimension-or-derived	VennTopology/RigidSphere.lean	112	  rw [show (17 : ℝ) * (2 * Real.pi / 17) = 2 * Real.pi by ring]
production	dimension-or-derived	VennTopology/RigidSphere.lean	123	    (rigidSphereRotation rigidGenerator)^[17] x = x := by
production	dimension-or-derived	VennTopology/ArmSymmetry.lean	90	theorem diagramCurve_original (i : Fin 17) (x : Diagram) :
production	dimension-or-derived	VennTopology/ArmSymmetry.lean	92	  change Coordinates.reindex (Coordinates.labelEquiv 131072 suppliedModel.oriented.size) x.val ∈
production	dimension-or-derived	VennTopology/ArmSymmetry.lean	93	    encodedCurve suppliedModel.oriented 131072 i.val ↔ _
production	dimension-or-derived	VennTopology/SectorConnected.lean	35	theorem sector_triangle_subset (k : Fin 17) (f : Fin suppliedModel.oriented.size)
production	dimension-or-derived	VennTopology/SectorConnected.lean	40	theorem sector_centers_joined (k : Fin 17) (f g : Fin suppliedModel.oriented.size)
production	dimension-or-derived	VennTopology/SectorConnected.lean	53	theorem sector_walk_joined (k : Fin 17) {u v : Nat}
production	dimension-or-derived	VennTopology/SectorConnected.lean	54	    (hw : GraphProof.Walk suppliedModel.dual (fun f => suppliedSectorColors.getD f 17 == k.val) u v)
production	dimension-or-derived	VennTopology/SectorConnected.lean	64	      have hav : (suppliedSectorColors.getD v 17 == k.val) = true := by
production	dimension-or-derived	VennTopology/SectorConnected.lean	71	theorem sectorSpace_pathConnected (k : Fin 17) : IsPathConnected (sectorSpace k) := by
production	dimension-or-derived	VennTopology/SectorConnected.lean	86	theorem diagramSector_pathConnected (k : Fin 17) : IsPathConnected (diagramSector k) :=
production	dimension-or-derived	VennTopology/CurveLevelSet.lean	8	theorem diagram_curve_field_zero (i : Fin 17) (x : Diagram) (hx : x ∈ diagramCurve i) :
production	dimension-or-derived	VennTopology/CurveLevelSet.lean	20	  exact diagramQuad.bitField_arm_zero 131072 i.val f
production	dimension-or-derived	VennTopology/CurveLevelSet.lean	25	theorem diagram_field_zero_curve (i : Fin 17) (x : Diagram) (hx : diagramBitField i x = 0) :
production	dimension-or-derived	VennTopology/CurveLevelSet.lean	30	  have hf := diagramQuad.bitField_triangle 131072 i.val f hc hb k ht
production	dimension-or-derived	VennTopology/CurveLevelSet.lean	36	  change diagramQuad.bitField 131072 i.val x.val = 0 at hx
production	dimension-or-derived	VennTopology/CurveLevelSet.lean	67	theorem diagram_curve_iff_field_zero (i : Fin 17) (x : Diagram) :
production	dimension-or-derived	VennTopology/CurveLevelSet.lean	73	theorem diagram_bit_field_verified (i : Fin 17) :
production	dimension-or-derived	VennTopology/CurveLevelSet.lean	75	    (∀ v : Fin 131072, diagramBitField i (patternPoint v) = bitSign i.val v.val) ∧
production	dimension-or-derived	VennTopology/SectorDisk.lean	18	def sectorBoundaryParam (k : Fin 17) : UnitCircle → Diagram :=
production	dimension-or-derived	VennTopology/SectorDisk.lean	21	theorem sectorBoundaryParam_continuous (k : Fin 17) : Continuous (sectorBoundaryParam k) :=
production	dimension-or-derived	VennTopology/SectorDisk.lean	24	theorem sectorBoundaryParam_injective (k : Fin 17) : Function.Injective (sectorBoundaryParam k) :=
production	dimension-or-derived	VennTopology/SectorDisk.lean	28	theorem sectorBoundaryParam_range (k : Fin 17) :
production	dimension-or-derived	VennTopology/SectorDisk.lean	33	theorem sectorBoundaryParam_subset (k : Fin 17) : range (sectorBoundaryParam k) ⊆ diagramSector k := by
production	dimension-or-derived	VennTopology/SectorDisk.lean	37	theorem sectorBoundaryParam_frontier (k : Fin 17) : frontier (diagramSector k) ⊆ range (sectorBoundaryParam k) := by
production	dimension-or-derived	VennTopology/SectorDisk.lean	41	theorem sector_interior_witness (k : Fin 17) :
production	dimension-or-derived	VennTopology/SectorDisk.lean	51	def sectorDiskHomeomorph (k : Fin 17) : diagramSector k ≃ₜ PlaneClosedDisk :=
production	dimension-or-derived	VennTopology/SectorDisk.lean	59	theorem sectorDiskHomeomorph_boundary (k : Fin 17) (z : UnitCircle) :
production	dimension-or-derived	VennTopology/SectorDisk.lean	65	    ∀ k : Fin 17, Nonempty (diagramSector k ≃ₜ PlaneClosedDisk) :=
production	dimension-or-derived	VennTopology/FixedPoints.lean	58	    diagramRotation x = x ↔ x = patternPoint 0 ∨ x = patternPoint 131071 := by
production	dimension-or-derived	VennTopology/FixedPoints.lean	77	    have hp : trianglePole u v = 0 ∨ trianglePole u v = 131071 := by
production	dimension-or-derived	VennTopology/PolygonEulerLowerBound.lean	83	  refine ⟨⟨Coordinates.FiniteCoordinates.cell (131072 + suppliedModel.oriented.size)
production	dimension-or-derived	VennTopology/PolygonEulerLowerBound.lean	84	    (encodedCells suppliedModel.oriented 131072 t), ?_⟩, ?_⟩
production	dimension-or-derived	VennTopology/PolygonEulerLowerBound.lean	88	theorem diagram_polygon_vertex_count_lower_bound : 262142 ≤ Nat.card (Vertex diagramPresentation) := by
production	dimension-or-derived	VennTopology/SectorFrontier.lean	13	def sectorCore (k : Fin 17) : Set Diagram := (⋃ l, ⋃ (_ : l ≠ k), diagramSector l)ᶜ
production	dimension-or-derived	VennTopology/SectorFrontier.lean	15	theorem sectorCore_open (k : Fin 17) : IsOpen (sectorCore k) :=
production	dimension-or-derived	VennTopology/SectorFrontier.lean	18	theorem sectorCore_subset (k : Fin 17) : sectorCore k ⊆ diagramSector k := by
production	dimension-or-derived	VennTopology/SectorFrontier.lean	26	theorem sector_diff_boundary_subset_core (k : Fin 17) :
production	dimension-or-derived	VennTopology/SectorFrontier.lean	32	theorem sector_frontier_subset (k : Fin 17) :
production	selective-small-number	VennTopology/SectorFrontier.lean	41	theorem meridianBoundaryLabel_lt (k l : Fin 17) (i : Fin 34) : meridianBoundaryLabel k l i < 131072 := by
production	dimension-or-derived	VennTopology/SectorFrontier.lean	45	theorem meridian_boundary_center_zero (k l : Fin 17) {x : Diagram}
production	dimension-or-derived	VennTopology/SectorFrontier.lean	46	    (hx : x ∈ diagramMeridianBoundary k l) (a : Nat) (ha : 131072 ≤ a) :
production	dimension-or-derived	VennTopology/SectorFrontier.lean	58	theorem crossingPoint_not_meridian_boundary (f : Fin suppliedModel.oriented.size) (k l : Fin 17) :
production	dimension-or-derived	VennTopology/SectorFrontier.lean	61	  have h := meridian_boundary_center_zero k l hx (131072+f.val) (by omega)
production	dimension-or-derived	VennTopology/SectorFrontier.lean	65	theorem crossingPoint_mem_sector_iff (f : Fin suppliedModel.oriented.size) (k : Fin 17) :
production	dimension-or-derived	VennTopology/SectorFrontier.lean	70	      (a := 131072+f.val) (by rw [crossingPoint_encoded, vertex_self]; norm_num)
production	dimension-or-derived	VennTopology/SectorFrontier.lean	78	theorem sector_face_exists (k : Fin 17) : ∃ f, sectorColor f = k := by
production	dimension-or-derived	VennTopology/SectorFrontier.lean	83	theorem sector_interior_nonempty (k : Fin 17) : (interior (diagramSector k)).Nonempty := by
production	dimension-or-derived	VennTopology/SectorFrontier.lean	89	def sectorOutsidePoint (k : Fin 17) : Diagram :=
production	dimension-or-derived	VennTopology/SectorFrontier.lean	92	theorem sectorOutsidePoint_not_mem (k : Fin 17) : sectorOutsidePoint k ∉ diagramSector k := by
production	dimension-or-derived	VennTopology/PuncturedArrangement.lean	13	def puncturedCurve (i : Fin 17) : Set PuncturedDiagram := Subtype.val ⁻¹' diagramCurve i
production	dimension-or-derived	VennTopology/PuncturedArrangement.lean	14	def puncturedRegion (v : Fin 131072) : Set PuncturedDiagram := Subtype.val ⁻¹' diagramRegion v
production	dimension-or-derived	VennTopology/PuncturedArrangement.lean	16	theorem pole_avoids_curves (i : Fin 17) : patternPoint 0 ∉ diagramCurve i := by
production	dimension-or-derived	VennTopology/PuncturedArrangement.lean	20	def puncturedCurveHomeomorph (i : Fin 17) : diagramCurve i ≃ₜ puncturedCurve i where
production	dimension-or-derived	VennTopology/PuncturedArrangement.lean	28	def puncturedCurveCircle (i : Fin 17) : Circle ≃ₜ puncturedCurve i :=
production	dimension-or-derived	VennTopology/PuncturedArrangement.lean	31	theorem punctured_curves_are_embedded_circles (i : Fin 17) :
production	dimension-or-derived	VennTopology/PuncturedArrangement.lean	43	theorem puncturedRegion_pathConnected (v : Fin 131072) : IsPathConnected (puncturedRegion v) := by
production	dimension-or-derived	VennTopology/PuncturedArrangement.lean	63	def puncturedComplement : Set PuncturedDiagram := (⋃ i : Fin 17, puncturedCurve i)ᶜ
production	dimension-or-derived	VennTopology/PuncturedArrangement.lean	64	def puncturedComplementRegion (v : Fin 131072) : Set puncturedComplement :=
production	dimension-or-derived	VennTopology/PuncturedArrangement.lean	72	    x ∈ puncturedComplement ↔ ∃! v : Fin 131072, x ∈ puncturedRegion v := by
production	dimension-or-derived	VennTopology/PuncturedArrangement.lean	76	theorem puncturedComplementRegion_isClopen (v : Fin 131072) :
production	dimension-or-derived	VennTopology/PuncturedArrangement.lean	80	theorem puncturedComplementRegion_pathConnected (v : Fin 131072) :
production	dimension-or-derived	VennTopology/PuncturedArrangement.lean	88	def puncturedComponentsEquiv : ConnectedComponents puncturedComplement ≃ Fin 131072 :=
production	dimension-or-derived	VennTopology/PuncturedArrangement.lean	98	theorem punctured_complement_component_count : Nat.card (ConnectedComponents puncturedComplement) = 131072 := by
production	dimension-or-derived	VennTopology/PuncturedArrangement.lean	119	theorem punctured_rotation_period (x : PuncturedDiagram) : puncturedRotation^[17] x = x := by
production	dimension-or-derived	VennTopology/PuncturedArrangement.lean	123	theorem punctured_rotation_curve_image (i : Fin 17) :
production	dimension-or-derived	VennTopology/PuncturedArrangement.lean	130	theorem punctured_rotation_region_image (v : Fin 131072) :
production	dimension-or-derived	VennTopology/PuncturedArrangement.lean	138	    puncturedRotation x = x ↔ x.val = patternPoint 131071 := by
production	dimension-or-derived	VennTopology/PuncturedArrangement.lean	143	theorem punctured_rotation_no_short_period (k : Nat) (hk : 0 < k) (hk17 : k < 17) :
production	dimension-or-derived	VennTopology/PuncturedArrangement.lean	146	    (by decide : (1 : Fin 131072) ≠ 0) (patternPoint_injective he)⟩
production	dimension-or-derived	VennTopology/PuncturedArrangement.lean	159	    (∃ i j : Fin 17, i ≠ j ∧ x ∈ puncturedCurve i ∧ x ∈ puncturedCurve j) ↔
production	dimension-or-derived	VennTopology/PuncturedArrangement.lean	161	  change (∃ i j : Fin 17, i ≠ j ∧ x.val ∈ diagramCurve i ∧ x.val ∈ diagramCurve j) ↔ _
production	dimension-or-derived	VennTopology/PuncturedArrangement.lean	167	theorem punctured_no_triple_intersections (i j k : Fin 17)
production	dimension-or-derived	VennTopology/MeridianIntersections.lean	39	theorem meridianLabel_injective (k : Fin 17) : Function.Injective (meridianLabel k) := by
production	selective-small-number	VennTopology/MeridianIntersections.lean	42	  have he : (⟨i.val, by omega⟩ : Fin 34) = ⟨j.val, by omega⟩ := hi (by
production	selective-small-number	VennTopology/MeridianIntersections.lean	48	theorem meridianLabel_shared (k l : Fin 17) (hkl : k ≠ l) (i j : Fin 18)
production	dimension-or-derived	VennTopology/MeridianIntersections.lean	50	    (i = 0 ∧ j = 0) ∨ (i = 17 ∧ j = 17) := by
production	dimension-or-derived	VennTopology/MeridianIntersections.lean	51	  have hz (k : Fin 17) := (meridian_labels_verified.1 k).1
production	dimension-or-derived	VennTopology/MeridianIntersections.lean	52	  have hn (k : Fin 17) := (meridian_labels_verified.1 k).2
production	dimension-or-derived	VennTopology/MeridianIntersections.lean	57	  by_cases hi17 : i = 17
production	dimension-or-derived	VennTopology/MeridianIntersections.lean	64	  by_cases hj17 : j = 17
production	dimension-or-derived	VennTopology/MeridianIntersections.lean	65	  · have he : i = 17 := meridianLabel_injective k (by simpa [hj17, hn] using h)
production	dimension-or-derived	VennTopology/MeridianIntersections.lean	67	  have hi : 0 < i.val ∧ i.val < 17 := by
production	dimension-or-derived	VennTopology/MeridianIntersections.lean	68	    have : i.val ≠ 0 ∧ i.val ≠ 17 := ⟨fun he => hi0 (Fin.ext he), fun he => hi17 (Fin.ext he)⟩
production	dimension-or-derived	VennTopology/MeridianIntersections.lean	70	  have hj : 0 < j.val ∧ j.val < 17 := by
production	dimension-or-derived	VennTopology/MeridianIntersections.lean	71	    have : j.val ≠ 0 ∧ j.val ≠ 17 := ⟨fun he => hj0 (Fin.ext he), fun he => hj17 (Fin.ext he)⟩
production	selective-small-number	VennTopology/MeridianIntersections.lean	73	  have he : (⟨i.val, by omega⟩ : Fin 34) = ⟨34-j.val, by omega⟩ :=
production	selective-small-number	VennTopology/MeridianIntersections.lean	75	      simpa [meridianBoundaryLabel, show i.val < 18 from i.isLt,
production	selective-small-number	VennTopology/MeridianIntersections.lean	76	        show ¬34-j.val < 18 by omega, show 34-(34-j.val) = j.val by omega] using h)
production	selective-small-number	VennTopology/MeridianIntersections.lean	78	  change i.val = 34 - j.val at hv
production	dimension-or-derived	VennTopology/MeridianIntersections.lean	81	private theorem meridian_edge_shared (k l : Fin 17) (hkl : k ≠ l) (i j : Fin 17)
production	dimension-or-derived	VennTopology/MeridianIntersections.lean	85	    a = if i.val = 0 then 0 else 131071 := by
production	selective-small-number	VennTopology/MeridianIntersections.lean	87	  · have he : (⟨i.val, by omega⟩ : Fin 18) = 0 := by
production	dimension-or-derived	VennTopology/MeridianIntersections.lean	91	      · have hv := congrArg Fin.val h.1; change i.val = 17 at hv; omega
production	dimension-or-derived	VennTopology/MeridianIntersections.lean	93	      · have hv := congrArg Fin.val h.1; change i.val = 17 at hv; omega
production	selective-small-number	VennTopology/MeridianIntersections.lean	96	  · have he : (⟨i.val+1, by omega⟩ : Fin 18) = 17 := by
production	dimension-or-derived	VennTopology/MeridianIntersections.lean	106	theorem encoded_meridians_inter_subset (k l : Fin 17) (hkl : k ≠ l) :
production	dimension-or-derived	VennTopology/MeridianIntersections.lean	107	    encodedMeridian k ∩ encodedMeridian l ⊆ {vertex 0, vertex 131071} := by
production	dimension-or-derived	VennTopology/MeridianIntersections.lean	117	  have hx := simplex_inter_subset_vertex _ _ (if i.val = 0 then 0 else 131071)
production	dimension-or-derived	VennTopology/MeridianIntersections.lean	125	theorem diagram_meridians_inter (k l : Fin 17) (hkl : k ≠ l) :
production	dimension-or-derived	VennTopology/MeridianIntersections.lean	126	    diagramMeridian k ∩ diagramMeridian l = {patternPoint 0, patternPoint 131071} := by
production	dimension-or-derived	VennTopology/MeridianIntersections.lean	141	    have hz (m : Fin 17) : patternPoint 0 ∈ diagramMeridian m := by
production	dimension-or-derived	VennTopology/MeridianIntersections.lean	144	    have hn (m : Fin 17) : patternPoint 131071 ∈ diagramMeridian m := by
production	dimension-or-derived	VennTopology/MeridianIntersections.lean	146	      exact ⟨⟨17, by norm_num⟩, diagramMeridianMap_one m⟩
production	selective-small-number	VennTopology/MeridianIntersections.lean	154	theorem meridian_boundary_back (k l : Fin 17) (i : Fin 18) :
production	selective-small-number	VennTopology/MeridianIntersections.lean	155	    meridianBoundaryLabel k l ⟨(34-i.val)%34, Nat.mod_lt _ (by decide)⟩ =
production	dimension-or-derived	VennTopology/MeridianIntersections.lean	159	private theorem meridian_boundary_first_edge (k l : Fin 17) (i : Fin 17) :
production	selective-small-number	VennTopology/MeridianIntersections.lean	164	  have hn : cyclicNext (⟨i.val, by omega⟩ : Fin 34) = ⟨i.val+1, by omega⟩ := by
production	selective-small-number	VennTopology/MeridianIntersections.lean	166	    change (i.val+1)%34 = i.val+1
production	selective-small-number	VennTopology/MeridianIntersections.lean	168	  rw [hn, meridian_boundary_front k l (⟨i.val, by omega⟩ : Fin 18),
production	selective-small-number	VennTopology/MeridianIntersections.lean	169	    meridian_boundary_front k l (⟨i.val+1, by omega⟩ : Fin 18)]
production	dimension-or-derived	VennTopology/MeridianIntersections.lean	171	private theorem meridian_boundary_second_edge (k l : Fin 17) (i : Fin 17) :
production	selective-small-number	VennTopology/MeridianIntersections.lean	172	    segment ℝ (vertex (meridianBoundaryLabel k l ⟨33-i.val, by omega⟩))
production	selective-small-number	VennTopology/MeridianIntersections.lean	173	      (vertex (meridianBoundaryLabel k l (cyclicNext ⟨33-i.val, by omega⟩))) =
production	selective-small-number	VennTopology/MeridianIntersections.lean	176	  have h1 : (⟨33-i.val, by omega⟩ : Fin 34) =
production	selective-small-number	VennTopology/MeridianIntersections.lean	177	      ⟨(34-(i.val+1))%34, Nat.mod_lt _ (by decide)⟩ := by
production	selective-small-number	VennTopology/MeridianIntersections.lean	179	  have h2 : cyclicNext (⟨33-i.val, by omega⟩ : Fin 34) =
production	selective-small-number	VennTopology/MeridianIntersections.lean	180	      ⟨(34-i.val)%34, Nat.mod_lt _ (by decide)⟩ := by
production	selective-small-number	VennTopology/MeridianIntersections.lean	181	    apply Fin.ext; change (33-i.val+1)%34 = (34-i.val)%34
production	selective-small-number	VennTopology/MeridianIntersections.lean	183	  rw [h2, h1, meridian_boundary_back k l (⟨i.val+1, by omega⟩ : Fin 18),
production	selective-small-number	VennTopology/MeridianIntersections.lean	184	    meridian_boundary_back k l (⟨i.val, by omega⟩ : Fin 18), segment_symm]
production	dimension-or-derived	VennTopology/MeridianIntersections.lean	186	theorem meridian_boundary_eq_union (k l : Fin 17) :
production	dimension-or-derived	VennTopology/MeridianIntersections.lean	192	    by_cases h : j.val < 17
production	selective-small-number	VennTopology/MeridianIntersections.lean	197	      let i : Fin 17 := ⟨33-j.val, by omega⟩
production	selective-small-number	VennTopology/MeridianIntersections.lean	198	      have he : (⟨33-i.val, by omega⟩ : Fin 34) = j := by
production	selective-small-number	VennTopology/MeridianIntersections.lean	205	      exact mem_iUnion.mpr ⟨⟨33-i.val, by omega⟩, (meridian_boundary_second_edge k l i).symm ▸ hi⟩
production	dimension-or-derived	VennTopology/MeridianIntersections.lean	207	theorem diagram_meridian_boundary_eq_union (k l : Fin 17) :
production	dimension-or-derived	VennTopology/MeridianIntersections.lean	217	      diagramMeridianMap k ⟨17, by norm_num⟩ = patternPoint 131071) ∧
production	dimension-or-derived	VennTopology/MeridianIntersections.lean	219	      {patternPoint 0, patternPoint 131071}) ∧
production	dimension-or-derived	VennTopology/LinkCircles.lean	54	/-- For every one of the 262142 certified vertices, its complete dart link
production	dimension-or-derived	VennTopology/LinkCircles.lean	57	    Circle ≃ₜ dartLink suppliedModel.oriented 131072 v.val :=
production	dimension-or-derived	VennTopology/PuncturedSides.lean	13	theorem zero_region_subset_false_side (i : Fin 17) : diagramRegion 0 ⊆ diagramSide i false := by
production	dimension-or-derived	VennTopology/PuncturedSides.lean	17	theorem pole_not_true_side (i : Fin 17) : patternPoint 0 ∉ diagramSide i true := by
production	dimension-or-derived	VennTopology/PuncturedSides.lean	22	theorem diagramSide_punctured_pathConnected (i : Fin 17) (b : Bool) :
production	dimension-or-derived	VennTopology/PuncturedSides.lean	39	def puncturedSide (i : Fin 17) (b : Bool) : Set PuncturedDiagram := Subtype.val ⁻¹' diagramSide i b
production	dimension-or-derived	VennTopology/PuncturedSides.lean	41	theorem puncturedSide_isOpen (i : Fin 17) (b : Bool) : IsOpen (puncturedSide i b) :=
production	dimension-or-derived	VennTopology/PuncturedSides.lean	44	theorem puncturedSide_pathConnected (i : Fin 17) (b : Bool) : IsPathConnected (puncturedSide i b) := by
production	dimension-or-derived	VennTopology/PuncturedSides.lean	51	theorem puncturedSide_cover (i : Fin 17) : (⋃ b, puncturedSide i b) = (puncturedCurve i)ᶜ := by
production	dimension-or-derived	VennTopology/PuncturedSides.lean	55	theorem puncturedSide_disjoint (i : Fin 17) : Disjoint (puncturedSide i false) (puncturedSide i true) :=
production	dimension-or-derived	VennTopology/PuncturedSides.lean	58	theorem puncturedRegion_eq_sides (v : Fin 131072) :
production	dimension-or-derived	VennTopology/PuncturedSides.lean	59	    puncturedRegion v = ⋂ i : Fin 17, puncturedSide i (v.val.testBit i.val) := by
production	dimension-or-derived	VennTopology/PuncturedSides.lean	60	  change Subtype.val ⁻¹' diagramRegion v = ⋂ i : Fin 17, Subtype.val ⁻¹' diagramSide i (v.val.testBit i.val)
production	dimension-or-derived	VennTopology/PuncturedSides.lean	63	def puncturedCurveComplement (i : Fin 17) : Set PuncturedDiagram := (puncturedCurve i)ᶜ
production	dimension-or-derived	VennTopology/PuncturedSides.lean	65	def puncturedCurveComplementSide (i : Fin 17) (b : Bool) : Set (puncturedCurveComplement i) :=
production	dimension-or-derived	VennTopology/PuncturedSides.lean	68	def curveComplementForget (i : Fin 17) (x : puncturedCurveComplement i) : diagramCurveComplement i :=
production	dimension-or-derived	VennTopology/PuncturedSides.lean	71	theorem puncturedCurveComplementSide_isClopen (i : Fin 17) (b : Bool) :
production	dimension-or-derived	VennTopology/PuncturedSides.lean	80	theorem puncturedCurveComplementSide_pathConnected (i : Fin 17) (b : Bool) :
production	dimension-or-derived	VennTopology/PuncturedSides.lean	84	def puncturedSideComponentsEquiv (i : Fin 17) : ConnectedComponents (puncturedCurveComplement i) ≃ Bool :=
production	dimension-or-derived	VennTopology/PuncturedSides.lean	95	theorem punctured_curve_complement_component_count (i : Fin 17) :
