scope	kind	file	line	source
production	dimension-or-derived	VennTopology/MeridianGeometry.lean	66	def diagramMeridianBoundaryMap (k l : Fin 17) (z : Circle) : Diagram :=
production	dimension-or-derived	VennTopology/MeridianGeometry.lean	72	theorem diagramMeridianBoundaryMap_continuous (k l : Fin 17) :
production	dimension-or-derived	VennTopology/MeridianGeometry.lean	77	theorem diagramMeridianBoundaryMap_injective (k l : Fin 17) (hkl : k ≠ l) :
production	dimension-or-derived	VennTopology/MeridianGeometry.lean	84	theorem diagramMeridianBoundaryMap_range (k l : Fin 17) :
production	dimension-or-derived	VennTopology/MeridianGeometry.lean	102	theorem diagram_meridian_boundaries_are_circles (k l : Fin 17) (hkl : k ≠ l) :
production	dimension-or-derived	VennTopology/MeridianGeometry.lean	109	theorem diagramMeridianBoundaryMap_rotation (k l : Fin 17) (z : Circle) :
production	dimension-or-derived	VennTopology/MeridianGeometry.lean	121	theorem diagram_meridian_boundary_rotation (k l : Fin 17) :
production	dimension-or-derived	VennTopology/RigidSectorDisk.lean	3	/-! The 17 standard spherical sectors and equivariant disk coordinates. -/
production	dimension-or-derived	VennTopology/RigidSectorDisk.lean	16	  have ha : 0 < 2 * Real.pi / 17 := by positivity
production	dimension-or-derived	VennTopology/RigidSectorDisk.lean	17	  have hb : 2 * Real.pi / 17 < Real.pi := by linarith [Real.pi_pos]
production	dimension-or-derived	VennTopology/RigidSectorDisk.lean	21	theorem rigidDirection_cross_pos (k : Fin 17) :
production	dimension-or-derived	VennTopology/RigidSectorDisk.lean	29	def rigidSector (k : Fin 17) : Set SphereRepresentative :=
production	dimension-or-derived	VennTopology/RigidSectorDisk.lean	32	theorem rigidSector_closed (k : Fin 17) : IsClosed (rigidSector k) := sphereLune_closed _ _
production	dimension-or-derived	VennTopology/RigidSectorDisk.lean	33	theorem rigidSector_compact (k : Fin 17) : IsCompact (rigidSector k) := sphereLune_compact _ _
production	dimension-or-derived	VennTopology/RigidSectorDisk.lean	35	def rigidSectorParam (k : Fin 17) : UnitCircle → SphereRepresentative :=
production	dimension-or-derived	VennTopology/RigidSectorDisk.lean	38	theorem rigidSectorParam_subset (k : Fin 17) : range (rigidSectorParam k) ⊆ rigidSector k :=
production	dimension-or-derived	VennTopology/RigidSectorDisk.lean	41	theorem rigidSectorParam_rotation (k : Fin 17) (z : UnitCircle) :
production	dimension-or-derived	VennTopology/RigidSectorDisk.lean	45	def rigidSectorDisk (k : Fin 17) : rigidSector k ≃ₜ PlaneClosedDisk :=
production	dimension-or-derived	VennTopology/RigidSectorDisk.lean	48	theorem rigidSectorDisk_boundary (k : Fin 17) (z : UnitCircle) :
production	dimension-or-derived	VennTopology/RigidSectorDisk.lean	68	theorem rigidSector_rotation (k : Fin 17) :
production	dimension-or-derived	VennTopology/RigidSectorDisk.lean	73	theorem rigidSector_from_zero (k : Fin 17) :
production	dimension-or-derived	VennTopology/RigidSectorDisk.lean	82	def rigidSectorFromZero (k : Fin 17) : rigidSector 0 ≃ₜ rigidSector k :=
production	dimension-or-derived	VennTopology/RigidSectorDisk.lean	86	theorem rigidSectorFromZero_apply (k : Fin 17) (x : rigidSector 0) :
production	dimension-or-derived	VennTopology/RigidSectorDisk.lean	89	theorem rigidSectorParam_from_zero (k : Fin 17) (z : UnitCircle) :
production	dimension-or-derived	VennTopology/RigidSectorDisk.lean	99	def equivariantRigidSectorDisk (k : Fin 17) : rigidSector k ≃ₜ PlaneClosedDisk :=
production	dimension-or-derived	VennTopology/RigidSectorDisk.lean	102	theorem equivariantRigidSectorDisk_boundary (k : Fin 17) (z : UnitCircle) :
production	dimension-or-derived	VennTopology/RigidSectorDisk.lean	116	def rigidSectorRotatePoint (k : Fin 17) (x : rigidSector k) : rigidSector (cyclicNext k) :=
production	dimension-or-derived	VennTopology/RigidSectorDisk.lean	120	theorem equivariantRigidSectorDisk_rotation (k : Fin 17) (x : rigidSector k) :
production	dimension-or-derived	VennTopology/PolygonalModel.lean	33	theorem diagram_presentation_edge_count : diagramPresentation.edgeCount = 786420 := by
production	dimension-or-derived	VennTopology/PolygonalModel.lean	38	theorem diagram_presentation_face_count : diagramPresentation.faces.length = 524280 := by
production	dimension-or-derived	VennTopology/SectorCertificate.lean	11	    cs.getD f 17 < 17 && cs.getD (rotations.getD f 0) 17 == (cs.getD f 17 + 1) % 17
production	dimension-or-derived	VennTopology/SectorCertificate.lean	14	  let mut masks := Array.replicate 131072 0
production	dimension-or-derived	VennTopology/SectorCertificate.lean	17	      masks := masks.modify v (fun m => m ||| 2^(cs.getD f 17))
production	dimension-or-derived	VennTopology/SectorCertificate.lean	23	    v < 131072 && (masks.getD v 0).testBit (cs.getD f 17)
production	selective-small-number	VennTopology/SectorCertificate.lean	25	def sectorBoundaryTriangle (fs : Array Face) (k : Fin 17) (j : Fin 34) : Nat :=
production	dimension-or-derived	VennTopology/SectorCertificate.lean	34	def sectorBoundaryRows : Array (Array Nat) := Array.ofFn fun k : Fin 17 =>
production	selective-small-number	VennTopology/SectorCertificate.lean	38	34 boundary edges of its own sector. This is only a finite support statement. -/
production	dimension-or-derived	VennTopology/SectorCertificate.lean	44	    let k := cs.getD f 17
production	selective-small-number	VennTopology/SectorCertificate.lean	46	    (Array.range 17).all fun l => l == k || (Array.range 34).any fun j =>
production	selective-small-number	VennTopology/SectorCertificate.lean	48	      let b := row.getD ((j+1)%34) 0
production	dimension-or-derived	VennTopology/SectorCertificate.lean	74	    t < 4 * suppliedModel.oriented.size ∧ suppliedSectorColors.getD (t/4) 17 = k.val ∧
production	dimension-or-derived	VennTopology/SectorCertificate.lean	75	    ((LinkProof.triangleVertex suppliedModel.oriented 131072 t 1 = a ∧
production	dimension-or-derived	VennTopology/SectorCertificate.lean	76	      LinkProof.triangleVertex suppliedModel.oriented 131072 t 2 = b) ∨
production	dimension-or-derived	VennTopology/SectorCertificate.lean	77	     (LinkProof.triangleVertex suppliedModel.oriented 131072 t 1 = b ∧
production	dimension-or-derived	VennTopology/SectorCertificate.lean	78	      LinkProof.triangleVertex suppliedModel.oriented 131072 t 2 = a)) := by
production	dimension-or-derived	VennTopology/SectorCertificate.lean	84	theorem sector_connected_verified : ∀ k : Fin 17,
production	dimension-or-derived	VennTopology/SectorCertificate.lean	86	      (fun f => suppliedSectorColors.getD f 17 == k.val) = true := by
production	dimension-or-derived	VennTopology/SectorCertificate.lean	89	theorem sector_face_counts_verified : ∀ k : Fin 17,
production	dimension-or-derived	VennTopology/SectorCertificate.lean	90	    (suppliedSectorColors.filter (· == k.val)).size = 7710 := by
production	dimension-or-derived	VennTopology/PuncturedCertificate.lean	12	    (∀ i : Fin 17, ∃ f : Circle → PuncturedDiagram,
production	dimension-or-derived	VennTopology/PuncturedCertificate.lean	14	    (∀ v : Fin 131072, IsPathConnected (puncturedRegion v)) ∧
production	dimension-or-derived	VennTopology/PuncturedCertificate.lean	15	    (∀ x : PuncturedDiagram, x ∈ puncturedComplement ↔ ∃! v : Fin 131072, x ∈ puncturedRegion v) ∧
production	dimension-or-derived	VennTopology/PuncturedCertificate.lean	16	    Nat.card (ConnectedComponents puncturedComplement) = 131072 ∧
production	dimension-or-derived	VennTopology/PuncturedCertificate.lean	17	    (∀ i j k : Fin 17, i ≠ j → i ≠ k → j ≠ k → ∀ x : PuncturedDiagram,
production	dimension-or-derived	VennTopology/PuncturedCertificate.lean	20	      (∃ i j : Fin 17, i ≠ j ∧ x ∈ puncturedCurve i ∧ x ∈ puncturedCurve j) ↔
production	dimension-or-derived	VennTopology/PuncturedCertificate.lean	22	    (∀ i : Fin 17, puncturedRotation '' puncturedCurve i = puncturedCurve (curveRotation i)) ∧
production	dimension-or-derived	VennTopology/PuncturedCertificate.lean	23	    (∀ v : Fin 131072, puncturedRotation '' puncturedRegion v = puncturedRegion (patternRotation v)) ∧
production	dimension-or-derived	VennTopology/PuncturedCertificate.lean	24	    (∀ x : PuncturedDiagram, puncturedRotation^[17] x = x) ∧
production	dimension-or-derived	VennTopology/PuncturedCertificate.lean	25	    (∀ k : Nat, 0 < k → k < 17 → ∃ x : PuncturedDiagram, puncturedRotation^[k] x ≠ x) ∧
production	dimension-or-derived	VennTopology/PuncturedCertificate.lean	26	    (∀ x : PuncturedDiagram, puncturedRotation x = x ↔ x.val = patternPoint 131071) ∧
production	dimension-or-derived	VennTopology/PuncturedCertificate.lean	27	    (∀ f : Fin suppliedModel.oriented.size, ∃ i j : Fin 17, i ≠ j ∧
production	dimension-or-derived	VennTopology/PuncturedCertificate.lean	29	    (∀ i : Fin 17, Nat.card (ConnectedComponents (puncturedCurveComplement i)) = 2 ∧
production	dimension-or-derived	VennTopology/PuncturedCertificate.lean	31	    (∀ v : Fin 131072, puncturedRegion v = ⋂ i : Fin 17, puncturedSide i (v.val.testBit i.val)) :=
production	dimension-or-derived	VennTopology/SectorConjugacy.lean	13	def sectorConjugacy (k : Fin 17) : diagramSector k ≃ₜ rigidSector k :=
production	dimension-or-derived	VennTopology/SectorConjugacy.lean	16	theorem sectorConjugacy_coordinates (k : Fin 17) (x : diagramSector k) :
production	dimension-or-derived	VennTopology/SectorConjugacy.lean	20	theorem sectorConjugacy_boundary (k : Fin 17) (z : UnitCircle) :
production	dimension-or-derived	VennTopology/SectorConjugacy.lean	33	theorem sectorConjugacy_symm_boundary (k : Fin 17) (z : UnitCircle) :
production	dimension-or-derived	VennTopology/SectorConjugacy.lean	43	theorem sectorConjugacy_rotation (k : Fin 17) (x : diagramSector k) :
production	dimension-or-derived	VennTopology/SectorConjugacy.lean	55	    ∃ E : ∀ k : Fin 17, diagramSector k ≃ₜ rigidSector k,
production	dimension-or-derived	VennTopology/RotationOrbits.lean	7	orbit quotient is a genuine 17-sheeted covering, as needed for a construction
production	dimension-or-derived	VennTopology/RotationOrbits.lean	25	    minimalPeriod realizedPlaneSymmetry x = 17 :=
production	dimension-or-derived	VennTopology/RotationOrbits.lean	29	    Function.Injective (fun k : Fin 17 => realizedPlaneSymmetry^[k.val] x) := by
production	dimension-or-derived	VennTopology/RotationOrbits.lean	61	theorem freePlaneSymmetry_period (x : FreePlane) : freePlaneSymmetry^[17] x = x := by
production	dimension-or-derived	VennTopology/RotationOrbits.lean	66	    Function.Injective (fun k : Fin 17 => freePlaneSymmetry^[k.val] x) := by
production	dimension-or-derived	VennTopology/RotationOrbits.lean	71	abbrev RotationGroup := Multiplicative (ZMod 17)
production	dimension-or-derived	VennTopology/RotationOrbits.lean	80	      (show IsPeriodicPt freePlaneSymmetry 17 x from freePlaneSymmetry_period x).iterate_mod_apply,
production	dimension-or-derived	VennTopology/RotationOrbits.lean	94	    exact ZMod.val_injective 17 (congrArg Fin.val hv)
production	dimension-or-derived	VennTopology/RotationOrbits.lean	109	    Nat.card (rotationOrbitProjection ⁻¹' {q}) = 17 := by
production	dimension-or-derived	VennTopology/RotationOrbits.lean	112	  change Nat.card (ZMod 17) = 17
production	dimension-or-derived	VennTopology/RotationalVenn.lean	12	def rigidPlaneCurve (i : Fin 17) : Set Plane := planeCurve rigidPlaneHomeomorph i
production	dimension-or-derived	VennTopology/RotationalVenn.lean	13	def rigidPlaneSide (i : Fin 17) (b : Bool) : Set Plane := planeSide rigidPlaneHomeomorph i b
production	dimension-or-derived	VennTopology/RotationalVenn.lean	14	def rigidPlaneRegion (v : Fin 131072) : Set Plane := planeRegion rigidPlaneHomeomorph v
production	dimension-or-derived	VennTopology/RotationalVenn.lean	18	theorem rigidPlaneCurve_mem (x : PuncturedDiagram) (i : Fin 17) :
production	dimension-or-derived	VennTopology/RotationalVenn.lean	22	theorem rigidPlane_curve_rotation (i : Fin 17) :
production	dimension-or-derived	VennTopology/RotationalVenn.lean	31	theorem rigidPlane_region_rotation (v : Fin 131072) :
production	dimension-or-derived	VennTopology/RotationalVenn.lean	42	    (∀ v : Fin 131072, IsPathConnected (rigidPlaneRegion v) ∧
production	dimension-or-derived	VennTopology/RotationalVenn.lean	43	      rigidPlaneRegion v = ⋂ i : Fin 17, rigidPlaneSide i (v.val.testBit i.val)) ∧
production	dimension-or-derived	VennTopology/RotationalVenn.lean	44	    (∀ x : Plane, x ∉ ⋃ i : Fin 17, rigidPlaneCurve i ↔
production	dimension-or-derived	VennTopology/RotationalVenn.lean	45	      ∃! v : Fin 131072, x ∈ rigidPlaneRegion v) :=
production	dimension-or-derived	VennTopology/RotationalVenn.lean	57	theorem rigidPlaneRotation_period (x : Plane) : rigidPlaneRotation^[17] x = x := by
production	dimension-or-derived	VennTopology/RotationalVenn.lean	61	theorem rigidPlaneRotation_no_short_period (k : ℕ) (hk : 0 < k) (hk17 : k < 17) :
production	dimension-or-derived	VennTopology/RotationalVenn.lean	68	theorem rigidPlane_no_triple (i j k : Fin 17) (hij : i ≠ j) (hik : i ≠ k) (hjk : j ≠ k)
production	dimension-or-derived	VennTopology/RotationalVenn.lean	74	    (∃ i j : Fin 17, i ≠ j ∧ x ∈ rigidPlaneCurve i ∧ x ∈ rigidPlaneCurve j) ↔
production	dimension-or-derived	VennTopology/RotationalVenn.lean	81	    ∃ i j : Fin 17, i ≠ j ∧ CrossingSquare.HasCrossingChart
production	dimension-or-derived	VennTopology/RotationalVenn.lean	94	def vennIndexOrder : Equiv.Perm (Fin 17) := Equiv.neg _
production	dimension-or-derived	VennTopology/RotationalVenn.lean	96	theorem vennIndexOrder_next (i : Fin 17) :
production	dimension-or-derived	VennTopology/RotationalVenn.lean	100	def rotationalVennCurve (i : Fin 17) : Set Plane := rigidPlaneCurve (vennIndexOrder i)
production	dimension-or-derived	VennTopology/RotationalVenn.lean	101	def rotationalVennSide (i : Fin 17) (b : Bool) : Set Plane := rigidPlaneSide (vennIndexOrder i) b
production	dimension-or-derived	VennTopology/RotationalVenn.lean	103	theorem rotationalVenn_rotation (i : Fin 17) :
production	dimension-or-derived	VennTopology/RotationalVenn.lean	108	theorem rotationalVenn_all_patterns (b : Fin 17 → Bool) :
production	dimension-or-derived	VennTopology/RotationalVenn.lean	128	angle `2π/17` about zero. `IsPathConnected` includes nonemptiness. -/
production	dimension-or-derived	VennTopology/RotationalVenn.lean	129	structure SimpleRotationalVenn (C : Fin 17 → Set Plane) (S : Fin 17 → Bool → Set Plane) : Prop where
production	dimension-or-derived	VennTopology/RotationalVenn.lean	136	  regions : ∀ b : Fin 17 → Bool, IsPathConnected (⋂ i, S i (b i))
production	dimension-or-derived	VennTopology/RotationalVenn.lean	168	theorem exists_simple_rotational_venn_17 :
production	dimension-or-derived	VennTopology/RotationalVenn.lean	169	    ∃ (C : Fin 17 → Set Plane) (S : Fin 17 → Bool → Set Plane), SimpleRotationalVenn C S :=

